DATE,B
01/11/2013,2.881971493
01/11/2013,0.201195307
04/15/2013,0.430660067
04/15/2013,0.147870987
07/08/2013,0.452783987
07/08/2013,0.065993573
10/01/2013,2.11368528
10/01/2013,0.079041013
01/08/2014,0.246577707
01/08/2014,0.213770013
04/07/2014,1.342373573
04/07/2014,0.029025827
07/09/2014,0.354360907
07/09/2014,0.434347387
10/08/2014,0.20507172
10/08/2014,0.021273
01/19/2015,0.614458787
01/19/2015,0.2566942
04/20/2015,0.087455667
04/20/2015,0.27739992
07/07/2015,0.08197196
07/07/2015,0.235799387
10/06/2015,0.03488772
10/06/2015,0.001796387
01/20/2016,0.20790812
01/20/2016,0.00510552
04/04/2016,0.945561213
04/04/2016,0.532581373
07/12/2016,2.527610587
07/12/2016,0.006712813
10/03/2016,1.973945307
10/03/2016,0.042924187
02/22/2017,0.66740492
02/22/2017,0.589593013
04/07/2017,0.551774347
04/07/2017,0.82198872
07/05/2017,3.855991253
07/05/2017,1.041053347
10/09/2017,0.613702413
10/09/2017,0.207435387
01/09/2018,0.096815787
01/09/2018,0.17103492
